ID	AT	BBP1	BBP2	BBP3	BBP4	e0	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20	e21	e22	e23	e24	e25	e26	e27	e28	e29	e30	e31	e32	e33	e34	e35	e36	e37	e38	e39	e40	e41	e42	e43	e44	e45	e46	e47	e48	e49	e50	e51	e52	e53	e54	e55	e56	e57	e58	e59	e60	e61	e62	e63	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83
r202	922.74	2.76%	3.16%	3.76%	4.37%	5	7	6	5	6	5	6	6	5	5	6	7	6	5	4	6	6	6	6	6	6	5	7	5	6	6	5	5	5	5	7	5	5	7	6	6	4	7	6	5	7	5	7	7	6	7	4	5	7	5	6	7	6	5	7	5	6	4	7	4	6	7	4	6	4	7	6	5	7	5	5	5	6	4	6	6	7	5	5	6	5	6	6	5
r203	733.13	4.64%	5.22%	5.80%	6.31%	6	5	6	4	5	6	6	5	4	7	5	5	5	7	3	5	5	7	7	7	6	4	6	6	7	6	4	4	6	6	6	6	6	6	7	5	3	6	7	6	6	5	7	6	5	6	7	5	5	6	5	7	5	6	6	4	5	7	5	3	5	7	5	5	3	7	6	4	4	7	4	7	6	5	6	5	4	7	6	6	6	5	5	7
r204	976.96	3.13%	4.09%	5.37%	6.75%	5	7	4	6	7	5	4	7	6	4	7	7	7	4	6	7	7	4	4	4	7	3	7	7	4	7	6	3	7	7	6	6	7	6	4	6	6	7	4	6	6	6	6	6	5	6	7	6	4	7	6	6	5	7	6	3	4	7	4	6	7	7	6	3	6	7	4	3	7	7	6	7	4	6	4	4	7	7	6	4	6	7	3	7
r205	1027.58	2.06%	2.52%	3.38%	3.97%	6	6	4	7	6	6	4	6	7	5	4	6	6	5	7	6	4	7	6	7	6	4	5	7	6	6	5	4	6	7	6	5	6	6	4	7	7	5	4	5	7	5	4	7	6	5	6	5	7	7	7	4	6	7	5	5	5	6	7	5	6	5	5	4	5	5	7	5	7	5	5	6	5	5	7	5	7	6	6	5	6	6	4	5
r206	710.47	5.31%	5.90%	6.73%	7.47%	6	6	5	4	7	6	5	6	4	6	7	6	6	6	3	7	7	5	5	5	5	6	7	6	5	5	5	6	5	5	7	5	5	7	7	5	3	7	7	5	7	5	7	7	7	5	5	5	6	5	5	7	7	6	5	4	7	5	6	5	7	5	5	5	5	5	7	4	6	5	5	7	5	5	7	7	6	7	4	5	4	7	5	5
r207	1076.81	1.68%	2.12%	2.96%	3.88%	5	7	5	6	5	5	5	7	6	4	7	7	7	4	5	5	7	7	5	7	6	5	5	6	5	6	6	5	5	7	6	6	5	6	5	7	5	5	5	6	7	5	6	7	4	4	6	5	5	7	7	6	4	6	4	5	7	6	5	6	7	7	6	4	6	7	4	5	7	5	6	4	6	6	4	7	7	4	6	6	6	7	4	5
r208	1284.23	0.15%	0.27%	0.61%	1.22%	7	4	4	5	7	7	4	6	5	5	7	4	6	5	7	7	7	6	4	6	7	6	3	6	4	7	5	6	7	4	4	7	7	4	7	6	7	3	7	7	5	5	7	5	5	6	5	5	5	4	6	7	5	6	6	6	6	5	5	7	7	4	6	6	7	4	6	6	5	4	5	6	6	6	6	6	5	6	6	6	6	7	6	4
r209	896.91	3.19%	3.72%	4.61%	5.46%	4	7	4	6	6	4	4	7	6	5	6	7	7	5	4	6	6	6	6	6	3	5	7	7	6	3	5	5	7	5	5	6	7	5	6	6	4	7	6	6	7	4	7	7	6	4	6	4	6	5	6	7	6	7	4	7	5	6	6	6	6	7	4	6	6	7	4	7	6	4	5	6	6	4	4	5	6	6	5	6	5	6	6	4
r210	1277.91	0.20%	0.45%	0.77%	1.19%	5	7	7	6	4	5	7	5	6	5	6	7	5	5	7	4	6	7	4	7	7	7	4	4	4	7	6	7	5	5	6	5	5	6	6	7	7	4	6	5	7	6	6	7	5	6	6	6	6	5	7	6	5	4	6	7	6	6	6	6	6	6	7	4	6	6	5	7	6	4	6	5	5	7	5	6	6	5	6	5	6	6	4	4
r211	877.64	3.81%	4.32%	5.21%	5.85%	6	5	6	5	6	6	6	5	5	7	5	5	5	7	7	6	5	7	6	7	5	4	7	6	6	5	6	4	7	6	7	5	7	7	3	6	7	7	3	5	6	6	7	6	5	6	6	6	6	6	6	7	5	6	6	6	5	6	6	5	7	4	5	6	5	4	6	6	6	4	6	7	4	5	6	5	6	7	6	4	6	7	6	4
r212	1140.86	1.10%	1.36%	2.03%	2.78%	6	4	5	6	6	6	5	6	6	6	5	4	6	6	6	6	5	5	5	5	7	6	5	6	5	7	5	6	5	4	7	4	5	7	6	3	6	5	6	4	7	5	7	7	7	6	4	5	6	4	3	7	7	6	6	6	6	4	6	7	6	6	6	5	7	6	4	6	6	5	5	6	6	6	4	6	6	6	5	6	5	6	5	5
r213	1192.70	0.75%	1.05%	1.64%	2.43%	5	5	7	5	4	5	7	4	5	7	5	5	4	7	7	4	5	7	6	7	7	4	3	5	6	7	4	4	7	6	7	5	7	7	7	3	7	3	7	5	4	5	7	4	7	7	6	5	7	6	3	7	7	5	7	6	6	6	7	4	6	7	5	5	4	7	6	6	5	6	4	6	4	5	6	6	5	6	7	4	7	6	5	6
r214	923.28	2.59%	3.04%	3.75%	4.34%	6	6	3	7	7	6	3	7	7	6	4	6	7	6	4	7	4	7	5	7	4	4	7	7	5	4	7	4	7	6	7	5	7	7	6	4	4	7	6	5	6	7	6	6	6	5	7	7	5	6	4	6	6	7	5	4	7	7	5	6	6	5	6	5	6	5	6	4	7	6	7	5	5	6	6	7	7	5	5	5	5	6	5	6
r215	1142.54	1.06%	1.50%	2.30%	3.22%	4	6	6	7	4	4	6	7	7	5	5	6	7	5	6	4	5	7	5	7	5	4	6	7	5	5	7	4	7	6	5	6	7	5	5	6	6	6	5	6	6	7	5	6	4	5	7	7	5	6	6	5	4	7	5	5	6	7	5	5	7	7	6	3	5	7	5	5	7	5	7	5	3	6	5	6	7	5	6	3	6	7	3	5
r216	1046.67	1.77%	2.21%	3.09%	3.81%	4	6	7	6	4	4	7	6	6	5	6	6	6	5	5	4	6	5	5	5	7	5	6	6	5	7	5	5	6	6	4	7	6	4	6	6	5	6	6	7	4	5	7	4	5	7	5	5	7	6	6	7	5	6	7	5	6	5	7	5	6	6	6	5	5	6	6	5	6	6	5	6	6	6	6	6	6	6	5	6	5	6	5	6
r217	922.83	2.70%	3.12%	3.77%	4.55%	5	7	4	7	5	5	4	7	7	4	6	7	7	4	4	5	6	7	5	7	6	4	7	5	5	6	6	4	6	7	5	7	6	5	6	5	4	7	6	7	4	5	5	4	7	7	6	5	7	7	5	5	7	5	7	3	7	6	7	5	6	6	6	4	5	6	6	3	6	7	6	5	6	6	6	7	6	5	6	6	6	6	4	7
r218	1285.00	0.20%	0.35%	0.70%	1.17%	4	6	7	3	6	4	7	6	3	5	6	6	6	5	7	6	6	6	6	6	7	6	4	6	6	7	4	6	6	5	5	7	6	5	6	5	7	4	6	7	4	6	6	4	6	7	7	6	5	5	5	6	6	6	7	4	7	7	5	5	7	4	6	6	5	4	6	4	7	4	4	4	6	6	6	7	7	4	6	6	6	7	6	4
r219	1206.40	0.61%	0.94%	1.49%	2.01%	6	5	6	6	5	6	6	5	6	7	4	5	5	7	6	5	4	7	7	7	4	6	4	3	7	4	6	6	6	5	4	6	6	4	7	7	6	4	7	6	6	5	7	6	5	7	5	5	7	5	7	7	5	3	7	7	7	5	7	4	7	7	6	4	4	7	6	7	4	6	6	5	6	6	6	7	4	5	5	6	5	7	4	6
r220	1060.16	1.71%	2.14%	2.88%	3.56%	3	5	7	6	4	3	7	7	6	7	4	5	7	7	5	4	4	7	7	7	3	4	6	6	7	3	7	4	6	7	6	5	6	6	6	6	5	6	6	5	7	5	5	7	4	7	6	5	7	7	6	5	4	6	7	4	7	6	7	4	4	7	4	6	4	7	6	4	5	7	7	4	5	4	6	7	5	4	4	5	4	4	6	7
r221	997.60	1.92%	2.28%	2.88%	3.22%	7	5	4	6	7	7	4	6	6	6	4	5	6	6	7	7	4	7	5	7	3	7	7	5	5	3	7	7	6	4	5	6	6	5	3	6	7	7	3	6	6	6	6	6	7	7	4	6	6	4	6	6	7	5	7	7	5	4	6	5	6	6	5	6	5	6	6	7	5	5	7	6	4	5	6	5	5	6	7	4	7	6	6	5
r222	1253.23	0.24%	0.48%	0.97%	1.63%	5	6	6	4	7	5	6	6	4	5	5	6	6	5	7	7	5	6	6	6	4	5	4	7	6	4	4	5	6	6	7	5	6	7	6	5	7	4	6	5	6	7	6	6	6	5	7	7	4	6	5	6	6	7	5	7	4	7	4	5	7	6	6	5	5	6	6	7	5	5	4	7	5	6	6	4	5	7	7	5	7	7	5	5
r223	1044.43	1.79%	2.39%	2.95%	3.87%	6	6	3	7	7	6	3	6	7	7	3	6	6	7	5	7	3	5	5	5	6	6	6	6	5	6	6	6	5	6	5	7	5	5	6	6	5	6	6	7	6	5	5	6	7	5	6	5	6	6	6	5	7	6	5	7	6	6	6	7	5	7	5	5	7	7	3	7	5	5	6	7	4	5	3	6	5	7	6	4	6	5	5	5
r224	675.00	7.82%	8.62%	9.59%	10.27%	3	7	7	7	3	3	7	7	7	7	3	7	7	7	3	3	3	6	6	6	6	6	7	4	6	6	5	6	6	5	6	5	6	6	6	6	3	7	6	5	6	6	7	6	6	5	6	6	6	5	6	7	6	4	5	6	6	6	6	6	6	6	6	5	6	6	5	6	6	5	5	7	5	6	5	6	6	7	5	5	5	6	5	5
r225	704.97	5.36%	6.11%	7.06%	7.81%	6	5	7	4	5	6	7	4	4	7	3	5	4	7	3	5	3	5	6	5	5	6	7	5	6	5	5	6	6	5	5	4	6	5	5	7	3	7	5	4	7	5	7	7	5	6	4	5	7	5	7	7	5	5	6	7	6	4	7	5	7	6	6	3	5	6	6	7	4	6	5	7	4	6	6	6	4	7	7	4	7	7	3	6
r226	1030.60	2.07%	2.54%	3.33%	4.04%	4	7	7	4	4	4	7	4	4	7	4	7	4	7	5	4	4	5	7	5	6	6	5	7	7	6	3	6	6	5	5	7	6	5	7	6	5	5	7	7	7	4	6	7	7	5	5	4	6	5	6	6	7	7	5	6	5	5	6	7	6	6	5	6	7	6	4	6	7	4	3	7	7	5	4	5	7	7	4	7	4	6	6	4
r227	1028.07	2.24%	3.24%	4.38%	5.48%	6	6	4	7	6	6	4	7	7	4	6	6	7	4	5	6	6	6	6	6	7	3	7	6	6	7	4	3	7	4	4	5	7	4	5	7	5	7	5	5	6	6	7	6	4	7	6	6	6	4	7	7	4	6	7	4	7	6	6	6	5	7	5	5	6	7	4	4	4	7	4	7	6	5	4	7	4	7	6	6	6	5	5	7
r228	746.63	4.42%	4.66%	5.35%	5.92%	5	4	7	3	4	5	7	5	3	7	6	4	5	7	3	4	6	7	7	7	4	6	6	5	7	4	6	6	4	7	7	5	4	7	7	6	3	6	7	5	7	5	4	7	5	7	4	5	7	7	6	4	5	5	7	6	6	4	7	4	7	7	5	5	4	7	6	6	7	4	6	6	5	5	6	6	7	6	5	5	5	7	5	4
r229	898.92	3.10%	3.62%	4.14%	4.99%	6	6	3	7	7	6	3	7	7	5	5	6	7	5	4	7	5	5	6	5	4	7	6	7	6	4	5	7	4	6	6	4	4	6	7	5	4	6	7	4	7	5	4	7	6	5	6	5	6	6	5	4	6	7	5	7	4	6	6	6	6	4	6	7	6	4	4	7	6	4	5	6	5	6	4	4	6	6	7	5	7	6	7	4
r230	734.27	4.39%	4.81%	5.31%	5.89%	7	5	6	6	5	7	6	4	6	5	6	5	4	5	3	5	6	6	7	6	4	7	7	5	7	4	6	7	7	3	4	7	7	4	7	6	3	7	7	7	4	6	7	4	7	7	6	6	5	3	6	7	7	5	7	6	4	6	5	7	6	4	6	7	7	4	5	6	7	4	6	7	4	6	5	4	7	7	6	4	6	6	7	4
r231	1206.80	0.64%	0.94%	1.36%	1.75%	6	5	7	4	5	6	7	3	4	7	6	5	3	7	6	5	6	5	6	5	7	7	3	7	6	7	4	7	5	5	5	6	5	5	7	7	6	3	7	6	5	6	7	5	5	7	5	6	6	5	7	7	5	7	7	6	4	5	6	7	4	4	5	7	7	4	6	6	6	5	4	7	5	5	6	4	6	7	7	5	7	4	7	5
r232	908.02	2.85%	3.19%	3.99%	4.54%	5	7	6	5	5	5	6	6	5	6	6	7	6	6	4	5	6	7	5	7	6	4	5	7	5	6	5	4	6	7	5	5	6	5	7	6	4	5	7	5	7	6	5	7	6	4	7	6	6	7	6	5	6	7	4	4	7	7	6	5	6	6	6	4	5	6	6	4	6	7	5	6	6	6	6	7	6	6	4	6	4	6	4	7
r233	1049.19	1.84%	2.45%	3.34%	3.90%	6	5	5	7	5	6	5	6	7	6	4	5	6	6	5	5	4	7	6	7	7	5	6	4	6	7	4	5	5	7	6	6	5	6	6	6	5	6	6	6	5	6	4	5	7	6	6	6	6	7	6	4	7	4	6	6	7	6	6	4	5	7	6	4	4	7	6	6	4	7	4	7	6	6	6	7	4	7	5	6	5	5	4	7
r234	675.00	6.38%	7.38%	8.36%	9.37%	4	7	6	6	5	4	6	7	6	4	7	7	7	4	3	5	7	5	7	5	6	3	7	4	7	6	4	3	7	5	5	5	7	5	5	6	3	7	5	5	4	6	7	4	6	7	7	6	6	5	6	7	6	4	7	6	3	7	6	7	4	4	6	7	7	4	5	6	5	6	4	7	5	6	5	3	5	7	7	5	7	4	7	6
r235	1108.86	1.43%	1.95%	2.82%	3.78%	6	6	6	6	5	6	6	5	6	5	6	6	5	5	7	5	6	6	7	6	7	5	4	5	7	7	3	5	6	6	5	7	6	5	5	7	7	4	5	7	5	7	4	5	7	7	4	7	5	6	7	4	7	5	7	5	7	4	5	7	7	4	5	4	7	4	6	5	5	6	3	6	5	5	6	7	5	6	6	5	6	7	4	6
r236	1037.61	2.16%	2.61%	3.59%	4.30%	5	7	6	5	6	5	6	6	5	5	7	7	6	5	5	6	7	6	3	6	7	6	4	5	3	7	7	6	5	6	7	5	5	7	7	5	5	4	7	5	6	6	7	6	6	6	6	6	5	6	5	7	6	5	6	7	6	6	5	7	6	5	5	7	7	5	5	7	4	4	7	7	3	5	5	6	4	7	7	3	7	6	7	4
r237	1080.78	1.51%	2.02%	2.66%	3.18%	3	6	7	6	4	3	7	7	6	3	7	6	7	3	5	4	7	5	6	5	4	7	7	6	6	4	7	7	4	4	7	5	4	7	5	7	5	7	5	5	5	5	7	5	6	7	5	5	6	4	7	7	6	6	7	4	6	5	6	7	3	5	6	6	7	5	5	4	5	7	7	6	4	6	5	6	5	6	7	4	7	3	6	7
r238	725.00	5.05%	5.59%	6.08%	6.84%	5	6	5	6	6	5	5	7	6	7	4	6	7	7	3	6	4	5	6	5	6	7	7	4	6	6	5	7	5	5	6	5	5	6	7	6	3	7	7	5	7	5	7	7	6	5	6	5	5	5	6	7	6	4	5	6	7	6	5	6	7	7	6	4	6	7	4	6	5	6	5	6	6	6	4	7	5	6	6	6	6	7	4	6
r239	906.79	3.11%	3.61%	4.37%	5.00%	6	6	4	6	7	6	4	7	6	5	6	6	7	5	4	7	6	6	4	6	5	7	6	5	4	5	6	7	6	4	5	6	6	5	7	6	4	6	7	6	6	6	6	6	7	7	4	6	6	4	6	6	7	5	7	4	6	4	6	6	7	7	5	5	6	7	4	4	7	5	6	6	5	5	4	6	7	6	4	5	4	7	5	5
r240	906.83	3.00%	3.46%	4.23%	4.84%	5	7	5	5	5	5	5	7	5	5	7	7	7	5	4	5	7	6	6	6	5	5	7	4	6	5	5	5	5	7	7	4	5	7	6	6	4	7	6	4	6	7	7	6	4	7	5	7	4	7	6	7	4	4	7	7	6	5	4	7	7	6	5	6	7	6	4	7	4	4	5	7	5	5	4	6	4	7	6	5	6	7	6	4
r241	1059.74	1.56%	2.11%	2.65%	3.00%	6	5	6	4	6	6	6	5	4	7	6	5	5	7	5	6	6	5	7	5	3	7	3	7	7	3	7	7	4	6	7	4	4	7	7	4	5	3	7	4	6	7	7	6	7	5	6	7	5	6	4	7	7	7	5	6	6	6	5	7	6	6	6	5	7	6	4	6	5	6	7	5	5	6	4	6	5	5	4	5	4	6	5	6
r242	902.15	3.07%	3.60%	4.11%	4.87%	6	6	5	6	6	6	5	6	6	6	5	6	6	6	4	6	5	5	6	5	4	7	7	4	6	4	7	7	4	6	5	6	4	5	6	7	4	7	6	6	7	6	5	7	5	7	5	6	6	6	7	5	5	4	7	7	6	5	6	5	7	7	5	5	5	7	5	7	5	5	7	6	4	5	5	6	5	6	7	4	7	7	5	5
r243	1106.62	1.25%	1.53%	2.13%	2.68%	4	6	7	4	5	4	7	6	4	7	6	6	6	7	5	5	6	6	7	6	5	7	6	5	7	5	5	7	5	4	7	5	5	7	6	6	5	6	6	5	6	6	7	6	6	7	5	6	6	4	6	7	6	5	7	6	5	5	6	5	7	6	7	4	5	6	5	6	6	4	5	7	5	7	5	5	6	7	6	5	6	7	4	4
r244	1220.80	0.58%	0.80%	1.37%	1.78%	5	7	5	6	5	5	5	7	6	4	7	7	7	4	6	5	7	7	5	7	6	6	4	6	5	6	3	6	6	5	5	7	6	5	7	6	6	4	7	7	4	7	6	4	7	5	7	7	5	5	6	6	7	6	5	7	6	7	5	6	4	5	4	6	6	5	6	7	4	6	3	7	4	4	6	6	4	7	7	4	7	4	6	6
r245	1239.06	0.30%	0.59%	1.13%	1.64%	6	6	6	4	7	6	6	5	4	4	7	6	5	4	7	7	7	5	5	5	6	7	4	6	5	6	6	7	4	5	5	7	4	5	6	7	7	4	6	7	7	4	5	7	6	4	7	4	7	5	7	5	6	6	4	7	6	7	7	7	3	3	5	7	7	3	4	7	6	4	6	6	5	5	4	6	6	6	5	5	5	3	7	4
r246	711.74	5.98%	6.74%	7.84%	8.57%	6	6	4	4	7	6	4	7	4	7	6	6	7	7	3	7	6	5	4	5	7	4	7	6	4	7	6	4	5	6	6	6	5	6	6	7	3	7	6	6	7	5	5	7	6	7	4	5	6	6	7	5	6	6	7	4	7	4	6	5	6	7	6	3	5	7	5	4	4	7	6	6	5	6	5	7	4	6	6	5	6	6	3	7
r247	888.02	3.94%	4.57%	5.77%	6.69%	4	7	6	6	5	4	6	6	6	4	7	7	6	4	4	5	7	5	4	5	7	5	7	5	4	7	5	5	7	5	7	5	7	7	5	5	4	7	5	5	6	6	7	6	5	6	7	6	6	5	5	7	5	5	6	4	6	7	6	4	7	7	6	4	4	7	6	4	7	6	5	6	6	6	6	6	7	6	5	6	5	7	4	6
r248	1280.14	0.18%	0.39%	0.72%	1.19%	4	6	7	6	4	4	7	4	6	7	4	6	4	7	7	4	4	7	5	7	7	6	3	6	5	7	5	6	4	7	5	7	4	5	7	7	7	3	7	7	6	6	5	6	4	7	7	6	6	7	7	5	4	6	7	3	6	7	6	4	6	7	6	4	4	7	6	3	5	7	5	6	6	6	6	6	5	6	6	6	6	6	4	7
r249	997.10	2.65%	3.51%	4.43%	5.65%	6	6	5	6	5	6	5	6	6	5	6	6	6	5	5	5	6	7	4	7	7	3	4	7	4	7	6	3	7	6	5	6	7	5	7	4	5	4	7	6	5	6	7	5	7	5	7	6	6	6	4	7	7	7	5	7	5	7	6	5	6	6	4	7	5	6	6	7	4	3	6	6	5	4	6	5	4	6	7	5	7	6	7	3
r250	1306.10	0.13%	0.26%	0.57%	0.92%	5	6	7	6	4	5	7	4	6	7	4	6	4	7	7	4	4	7	5	7	6	6	3	7	5	6	6	6	4	7	6	6	4	6	7	7	7	3	7	6	7	5	5	7	5	6	5	5	7	7	7	5	5	7	6	4	7	5	7	6	5	6	6	5	6	6	5	4	4	7	6	4	5	6	5	7	4	4	5	5	5	5	5	7
r251	1192.33	0.72%	1.03%	1.71%	2.34%	6	5	4	6	7	6	4	7	6	6	5	5	7	6	6	7	5	6	4	6	7	6	4	6	4	7	3	6	5	6	3	7	5	3	7	5	6	4	7	7	6	5	6	6	7	5	6	5	4	6	5	6	7	6	5	7	5	6	4	5	6	6	4	7	5	6	6	7	5	4	3	7	6	4	6	5	5	7	6	6	6	6	7	4
r252	1205.59	0.66%	0.95%	1.49%	1.89%	5	7	5	4	7	5	5	7	4	3	6	7	7	3	6	7	6	5	6	5	4	7	5	7	6	4	6	7	4	6	6	6	4	6	6	7	6	5	6	6	6	6	4	6	7	5	6	6	6	6	7	4	7	7	5	5	7	6	6	6	6	4	7	6	6	4	5	5	7	5	6	4	5	7	5	7	7	4	6	5	6	6	6	5
r253	766.12	4.73%	5.20%	5.82%	6.33%	5	7	7	4	6	5	7	5	4	7	5	7	5	7	3	6	5	6	7	6	4	5	7	7	7	4	5	5	4	7	6	6	4	6	7	5	3	7	7	6	6	5	5	6	7	5	5	5	6	7	5	5	7	7	5	6	4	5	6	6	7	5	4	6	6	5	6	6	7	4	5	7	5	4	6	4	7	7	6	5	6	7	6	4
r254	906.04	3.00%	3.52%	4.30%	4.92%	5	7	7	6	4	5	7	4	6	6	5	7	4	6	4	4	5	6	6	6	7	4	5	7	6	7	4	4	6	6	4	7	6	4	7	7	4	5	7	7	7	6	4	7	7	5	5	6	6	6	7	4	7	7	5	5	7	5	6	5	6	6	6	4	5	6	6	5	5	7	4	7	5	6	6	7	5	7	5	5	5	6	4	7
r255	859.91	4.30%	5.26%	6.53%	7.38%	7	5	6	6	5	7	6	4	6	6	5	5	4	6	4	5	5	6	7	6	6	3	7	7	7	6	4	3	6	6	6	5	6	6	6	4	4	7	6	5	5	7	7	5	6	4	7	7	5	6	4	7	6	7	4	7	6	7	5	4	7	6	5	5	4	6	6	7	4	4	4	7	6	5	6	6	4	7	6	6	6	7	5	4
r256	1024.88	2.41%	3.05%	4.17%	4.78%	6	5	5	6	6	6	5	6	6	4	5	5	6	4	7	6	5	6	7	6	6	4	6	7	7	6	3	4	7	6	5	7	7	5	4	6	7	6	4	7	6	5	5	6	7	5	6	5	6	6	6	5	7	7	5	4	6	6	6	5	7	6	5	4	5	6	6	4	6	6	3	7	5	5	6	6	6	7	5	5	5	7	4	6
r257	1164.22	0.84%	1.47%	2.15%	3.11%	6	5	5	4	7	6	5	6	4	6	7	5	6	6	7	7	7	5	5	5	7	5	4	7	5	7	5	5	7	5	5	6	7	5	5	7	7	4	5	6	6	7	5	6	7	4	6	7	5	5	7	5	7	7	4	7	6	6	5	4	7	7	5	5	4	7	6	7	5	5	5	7	5	5	6	6	5	7	6	5	6	7	5	5
r258	1070.79	1.39%	1.75%	2.30%	2.74%	5	6	6	5	6	5	6	5	5	7	5	6	5	7	5	6	5	7	6	7	6	6	5	4	6	6	5	6	4	7	6	5	4	6	7	6	5	5	7	5	6	6	7	6	4	7	7	6	6	7	6	7	4	4	7	6	6	7	6	4	7	7	5	5	4	7	6	6	6	5	5	7	5	5	6	6	6	7	5	5	5	7	5	5
r259	1049.82	1.87%	2.58%	3.50%	4.30%	5	6	5	7	5	5	5	7	7	6	4	6	7	6	5	5	4	7	5	7	6	3	6	7	5	6	6	3	7	6	4	7	7	4	5	7	5	6	5	7	5	6	5	5	5	6	7	6	6	6	7	5	5	7	6	6	5	7	6	5	6	7	5	5	5	7	5	6	5	6	6	5	6	5	5	5	5	5	6	6	6	6	5	6
r260	1032.13	2.14%	2.62%	3.56%	4.37%	7	5	6	4	6	7	6	3	4	7	6	5	3	7	5	6	6	5	7	5	3	5	6	7	7	3	7	5	4	7	7	4	4	7	6	6	5	6	6	4	7	5	7	7	4	4	6	5	7	7	6	7	4	7	4	6	6	6	7	4	7	6	6	5	4	6	6	6	7	4	7	4	4	6	6	6	7	4	5	4	5	7	5	4
r261	1177.32	0.80%	1.25%	1.69%	2.34%	5	5	5	7	5	5	5	7	7	4	6	5	7	4	6	5	6	5	7	5	4	7	6	7	7	4	6	7	4	6	6	6	4	6	5	7	6	6	5	6	7	6	5	7	6	5	6	6	6	6	7	5	6	7	5	5	7	6	6	7	4	4	6	7	7	4	4	5	5	4	6	7	4	6	4	7	5	7	5	4	5	4	7	4
r262	1095.35	1.49%	1.81%	2.46%	3.18%	4	7	6	4	7	4	6	6	4	6	6	7	6	6	5	7	6	7	4	7	6	4	5	7	4	6	7	4	7	6	6	5	7	6	6	5	5	5	6	5	7	5	7	7	6	5	6	5	5	6	5	7	6	7	5	5	6	6	5	6	7	7	6	4	6	7	4	5	6	6	7	6	4	6	4	6	6	6	6	4	6	7	4	6
r263	928.49	2.53%	3.11%	3.65%	4.29%	6	6	6	4	6	6	6	5	4	7	5	6	5	7	4	6	5	6	7	6	6	5	6	6	7	6	4	5	6	6	7	5	6	7	7	4	4	6	7	5	6	6	7	6	6	7	5	6	6	6	4	7	6	6	7	4	5	5	6	6	6	5	6	4	6	5	6	4	4	7	4	7	6	6	6	5	4	7	6	6	6	6	4	7
r264	1279.55	0.17%	0.33%	0.61%	1.14%	5	5	7	5	5	5	7	5	5	7	5	5	5	7	7	5	5	6	7	6	3	6	3	5	7	3	7	6	5	6	5	5	5	5	7	7	7	3	7	5	7	6	6	7	5	7	5	6	6	6	7	6	5	5	7	6	6	5	6	7	5	4	7	6	7	4	5	6	4	6	7	3	5	7	5	6	4	3	7	5	7	5	6	6
r265	1094.96	1.52%	2.20%	3.17%	4.04%	5	6	7	4	6	5	7	5	4	6	7	6	5	6	6	6	7	5	4	5	6	6	7	5	4	6	7	6	5	6	5	7	5	5	4	7	6	7	4	7	6	4	7	6	4	7	7	4	7	6	7	7	4	5	7	3	5	7	7	7	3	4	6	7	7	4	5	3	7	7	7	6	4	6	5	5	7	6	6	4	6	3	7	7
r266	877.97	3.73%	4.62%	5.65%	6.55%	6	6	4	7	6	6	4	7	7	6	4	6	7	6	4	6	4	5	4	5	7	5	6	6	4	7	6	5	6	6	6	5	6	6	5	5	4	6	5	5	6	7	6	6	7	6	5	7	5	6	5	6	7	6	6	3	7	5	5	5	7	7	6	4	5	7	5	3	7	6	6	4	6	6	5	7	7	4	6	6	6	7	4	6
r267	921.52	3.05%	3.62%	4.45%	5.09%	5	6	5	5	7	5	5	6	5	6	6	6	6	6	4	7	6	7	4	7	7	4	5	6	4	7	6	4	7	6	3	6	7	3	7	7	4	5	7	6	5	5	6	5	5	7	7	5	7	6	7	6	5	6	7	4	7	7	7	3	7	7	6	4	3	7	6	4	7	5	6	6	5	6	6	7	7	6	4	5	4	7	4	5
r268	1106.17	1.31%	1.63%	2.21%	2.72%	6	6	4	7	6	6	4	7	7	5	5	6	7	5	5	6	5	7	6	7	5	4	5	6	6	5	6	4	6	7	4	7	6	4	7	5	5	5	7	7	6	5	6	6	6	7	4	5	7	7	5	6	6	6	7	6	5	4	7	4	7	6	6	5	4	6	5	6	5	5	6	6	5	6	5	5	5	6	5	5	5	7	5	5
r269	727.63	4.73%	5.34%	6.00%	6.52%	6	6	5	5	6	6	5	6	5	7	5	6	6	7	3	6	5	6	5	6	5	6	6	6	5	5	7	6	6	5	4	7	6	4	7	6	3	6	7	7	6	5	6	6	6	5	6	5	6	5	6	6	6	6	5	7	6	6	6	5	7	4	6	7	5	4	5	7	7	3	7	5	5	6	5	6	7	5	6	5	6	7	7	3
r270	879.70	3.79%	4.65%	5.57%	6.61%	5	7	6	3	7	5	6	6	3	7	6	7	6	7	4	7	6	6	4	6	7	3	6	7	4	7	6	3	7	5	6	5	7	6	4	6	4	6	4	5	7	5	6	7	7	6	4	5	7	5	6	6	7	7	6	4	4	4	7	6	4	6	4	7	6	6	5	4	6	6	6	5	5	4	5	4	6	5	6	5	6	4	7	6
r271	1095.35	1.47%	2.21%	3.23%	4.23%	5	7	7	5	4	5	7	4	5	7	4	7	4	7	6	4	4	6	6	6	7	7	6	3	6	7	4	7	6	3	6	6	6	6	5	7	6	6	5	6	5	5	5	5	6	6	7	5	6	3	7	5	6	3	6	6	7	7	6	6	5	6	7	4	6	6	5	6	6	5	4	6	7	7	5	7	6	6	5	7	5	5	4	5
